time,data
4.692627,1.495729e-20
4.693115,-1.532671e-20
4.693604,-5.509515e-21
4.694092,-1.082671e-21
4.694580,-6.383308e-21
4.695068,1.983734e-20
4.695557,2.738161e-20
4.696045,8.113438e-21
4.696533,2.543527e-22
4.697021,2.188927e-20
4.697510,2.363916e-20
4.697998,2.565090e-20
4.698486,3.527790e-20
4.698975,7.186618e-20
4.699463,1.389228e-20
4.699951,4.117307e-20
4.700439,7.647079e-20
4.700928,5.039451e-20
4.701416,4.662754e-20
4.701904,6.700337e-20
4.702393,6.313056e-20
4.702881,6.810714e-20
4.703369,6.384873e-20
4.703857,9.094991e-20
4.704346,1.034034e-19
4.704834,8.895399e-20
4.705322,8.343828e-20
4.705811,8.584441e-20
4.706299,1.065366e-19
4.706787,8.478070e-20
4.707275,8.771593e-20
4.707764,1.115468e-19
4.708252,1.035038e-19
4.708740,1.116814e-19
4.709229,1.052194e-19
4.709717,1.082267e-19
4.710205,1.147901e-19
4.710693,1.175493e-19
4.711182,1.302128e-19
4.711670,1.193625e-19
4.712158,1.359088e-19
4.712646,1.196142e-19
4.713135,1.259103e-19
4.713623,1.403926e-19
4.714111,1.326669e-19
4.714600,1.009676e-19
4.715088,1.355988e-19
4.715576,1.404797e-19
4.716064,1.401591e-19
4.716553,8.384468e-20
4.717041,1.158910e-19
4.717529,1.165811e-19
4.718018,1.453214e-19
4.718506,1.168948e-19
4.718994,8.816467e-20
4.719482,1.076983e-19
4.719971,8.741012e-20
4.720459,9.872114e-20
4.720947,1.131601e-19
4.721436,9.295434e-20
4.721924,7.258926e-20
4.722412,6.149764e-20
4.722900,7.224866e-20
4.723389,7.856527e-20
4.723877,5.869080e-20
4.724365,6.567321e-20
4.724854,1.449175e-20
4.725342,6.963449e-20
4.725830,8.571150e-21
4.726318,8.437285e-21
4.726807,4.642382e-21
4.727295,2.295417e-20
4.727783,-1.514032e-20
4.728271,-2.816843e-21
4.728760,1.934775e-21
4.729248,-2.703047e-20
4.729736,-1.775866e-20
4.730225,-4.525939e-20
4.730713,-4.592454e-20
4.731201,-3.653387e-20
4.731689,-4.320840e-20
4.732178,-6.207812e-20
4.732666,-8.684434e-20
4.733154,-6.822360e-20
4.733643,-9.348291e-20
4.734131,-6.860682e-20
4.734619,-8.488670e-20
4.735107,-1.145085e-19
4.735596,-8.410630e-20
4.736084,-1.218715e-19
4.736572,-1.198192e-19
4.737061,-1.078665e-19
4.737549,-1.027011e-19
4.738037,-1.121383e-19
4.738525,-1.353322e-19
4.739014,-1.386974e-19
4.739502,-1.315852e-19
4.739990,-1.143869e-19
4.740479,-1.497630e-19
4.740967,-1.488010e-19
4.741455,-1.252138e-19
4.741943,-1.307734e-19
4.742432,-1.336835e-19
4.742920,-1.439754e-19
4.743408,-1.262821e-19
4.743896,-1.445216e-19
4.744385,-1.442447e-19
4.744873,-1.339484e-19
4.745361,-1.571217e-19
4.745850,-1.146428e-19
4.746338,-1.338883e-19
4.746826,-1.620290e-19
4.747314,-1.442518e-19
4.747803,-1.506011e-19
4.748291,-8.299219e-20
4.748779,-1.357985e-19
4.749268,-1.306009e-19
4.749756,-1.387490e-19
4.750244,-9.062289e-20
4.750732,-1.103431e-19
4.751221,-1.145122e-19
4.751709,-1.137118e-19
4.752197,-1.171441e-19
4.752686,-7.960614e-20
4.753174,-8.523751e-20
4.753662,-1.075582e-19
4.754150,-7.365009e-20
4.754639,-1.029106e-19
4.755127,-4.049890e-20
4.755615,-9.793918e-20
4.756104,-5.625531e-20
4.756592,-6.408732e-20
4.757080,-3.719539e-20
4.757568,-5.833608e-20
4.758057,-4.277824e-20
4.758545,-3.796521e-20
4.759033,-4.072180e-20
4.759521,-2.907705e-20
4.760010,1.629511e-21
4.760498,3.214451e-21
4.760986,-4.105890e-21
4.761475,-3.207390e-20
4.761963,2.237282e-21
4.762451,1.597201e-20
4.762939,1.641619e-20
4.763428,2.471726e-20
4.763916,3.669021e-20
4.764404,2.877201e-20
4.764893,2.299330e-20
4.765381,3.867755e-20
4.765869,4.205991e-20
4.766357,5.543525e-20
4.766846,3.751769e-20
4.767334,7.869961e-20
4.767822,5.419922e-20
4.768311,4.613988e-20
4.768799,8.842127e-20
4.769287,6.034177e-20
4.769775,6.854596e-20
4.770264,8.150298e-20
4.770752,6.632292e-20
4.771240,8.995706e-20
4.771729,6.163903e-20
4.772217,8.191371e-20
4.772705,9.995660e-20
4.773193,9.175061e-20
4.773682,8.021781e-20
4.774170,7.754931e-20
4.774658,9.582961e-20
4.775146,1.036089e-19
4.775635,9.875406e-20
4.776123,8.674327e-20
4.776611,8.728968e-20
4.777100,1.012045e-19
4.777588,1.140959e-19
4.778076,7.594124e-20
4.778564,9.068976e-20
4.779053,1.050645e-19
4.779541,7.458799e-20
4.780029,1.048323e-19
4.780518,7.818743e-20
4.781006,8.232428e-20
4.781494,8.476208e-20
4.781982,7.605194e-20
4.782471,8.175320e-20
4.782959,4.906877e-20
4.783447,9.261660e-20
4.783936,6.688878e-20
4.784424,6.791429e-20
4.784912,6.733242e-20
4.785400,6.650663e-20
4.785889,5.446257e-20
4.786377,6.880838e-20
4.786865,5.365066e-20
4.787354,3.230539e-20
4.787842,4.714640e-20
4.788330,4.997720e-20
4.788818,3.869162e-20
4.789307,1.827814e-20
4.789795,3.292648e-20
4.790283,2.354702e-20
4.790771,1.644890e-20
4.791260,1.975341e-20
4.791748,2.845911e-20
4.792236,6.864547e-21
4.792725,8.556696e-21
4.793213,1.813512e-20
4.793701,1.611267e-21
4.794189,-1.199169e-20
4.794678,-2.189333e-20
4.795166,-1.634430e-20
4.795654,-9.838374e-21
4.796143,-1.290664e-20
4.796631,-1.033708e-20
4.797119,-2.531254e-20
4.797607,-4.317008e-20
4.798096,-3.904440e-20
4.798584,-2.110350e-20
4.799072,-4.374122e-20
4.799561,-2.887125e-20
4.800049,-2.467150e-20
4.800537,-6.898365e-20
4.801025,-5.661819e-20
4.801514,-7.239436e-20
4.802002,-5.278085e-20
4.802490,-5.947629e-20
4.802979,-6.407442e-20
4.803467,-5.446507e-20
4.803955,-7.514397e-20
4.804443,-8.299515e-20
4.804932,-7.470891e-20
4.805420,-4.484067e-20
4.805908,-6.420214e-20
4.806396,-7.072093e-20
4.806885,-1.004589e-19
4.807373,-9.133905e-20
4.807861,-5.862921e-20
4.808350,-6.746373e-20
4.808838,-7.659494e-20
4.809326,-8.959348e-20
4.809814,-7.389190e-20
4.810303,-5.126947e-20
4.810791,-7.763972e-20
4.811279,-5.747006e-20
4.811768,-7.636118e-20
4.812256,-5.123635e-20
4.812744,-5.370881e-20
4.813232,-5.566870e-20
4.813721,-5.614184e-20
4.814209,-4.713409e-20
4.814697,-5.137946e-20
4.815186,-2.170013e-20
4.815674,-6.048344e-20
4.816162,-4.943832e-20
4.816650,-4.024462e-20
4.817139,-2.107859e-20
4.817627,-1.205057e-20
4.818115,-1.370345e-20
4.818604,-2.660741e-20
4.819092,-4.806748e-21
4.819580,7.213905e-21
4.820068,2.043951e-20
4.820557,4.262116e-21
4.821045,9.773507e-21
4.821533,7.127666e-21
4.822021,3.870467e-20
4.822510,2.137263e-20
4.822998,1.386353e-20
4.823486,3.411300e-20
4.823975,3.091678e-20
4.824463,7.192404e-20
4.824951,7.209636e-20
4.825439,2.029379e-20
4.825928,5.915169e-20
4.826416,6.395184e-20
4.826904,7.211494e-20
4.827393,8.476364e-20
4.827881,4.327124e-20
4.828369,4.311103e-20
4.828857,9.885973e-20
4.829346,6.637682e-20
4.829834,6.414185e-20
4.830322,9.566522e-20
4.830811,7.412824e-20
4.831299,7.079539e-20
4.831787,6.851237e-20
4.832275,6.597921e-20
4.832764,7.847425e-20
4.833252,8.169106e-20
4.833740,6.844175e-20
4.834229,5.693841e-20
4.834717,6.462532e-20
4.835205,6.590848e-20
4.835693,7.128864e-20
4.836182,8.448278e-20
4.836670,5.798961e-20
4.837158,5.791401e-20
4.837646,5.376079e-20
4.838135,5.872386e-20
4.838623,5.429646e-20
4.839111,4.016985e-20
4.839600,2.596434e-20
4.840088,4.816821e-20
4.840576,3.940854e-20
4.841064,4.006817e-20
4.841553,1.777518e-20
4.842041,2.937070e-20
4.842529,1.654198e-20
4.843018,1.340160e-20
4.843506,1.815082e-20
4.843994,1.990120e-20
4.844482,3.612980e-20
4.844971,5.162462e-21
4.845459,-6.426878e-21
4.845947,-1.131455e-20
4.846436,2.457138e-21
4.846924,-1.156474e-20
4.847412,-7.087653e-21
4.847900,-3.759967e-20
4.848389,-7.860542e-21
4.848877,-3.243630e-20
4.849365,-1.745660e-20
4.849854,-3.020676e-20
4.850342,-1.321705e-20
4.850830,-5.745867e-20
4.851318,-3.536467e-20
4.851807,-4.409388e-20
4.852295,-3.236942e-20
4.852783,-5.449326e-20
4.853271,-6.067083e-20
4.853760,-8.691914e-20
4.854248,-1.607785e-20
4.854736,-6.158001e-20
4.855225,-6.200755e-20
4.855713,-6.881881e-20
4.856201,-7.544820e-20
4.856689,-5.746602e-20
4.857178,-6.896904e-20
4.857666,-7.016751e-20
4.858154,-8.559962e-20
4.858643,-7.106496e-20
4.859131,-6.093868e-20
4.859619,-8.095596e-20
4.860107,-5.902054e-20
4.860596,-6.749707e-20
4.861084,-6.084453e-20
4.861572,-6.489903e-20
4.862061,-6.833043e-20
4.862549,-4.772540e-20
4.863037,-7.424919e-20
4.863525,-4.013729e-20
4.864014,-8.180298e-20
4.864502,-3.508086e-20
4.864990,-6.501753e-20
4.865479,-4.976286e-20
4.865967,-5.962432e-20
4.866455,-5.285971e-20
4.866943,-4.749929e-20
4.867432,-3.776190e-20
4.867920,-1.387539e-20
4.868408,-6.485067e-20
4.868896,-2.398445e-20
4.869385,-5.121303e-20
4.869873,-3.198579e-20
4.870361,-8.877799e-22
4.870850,-3.216348e-20
4.871338,-4.626447e-20
4.871826,-8.336568e-21
4.872314,-1.028864e-20
4.872803,-2.219327e-20
4.873291,-1.790914e-20
4.873779,7.161713e-21
4.874268,4.166868e-21
4.874756,-1.665880e-20
4.875244,1.379162e-20
4.875732,5.134970e-21
4.876221,-1.516412e-20
4.876709,3.008565e-20
4.877197,1.132937e-20
4.877686,9.600622e-21
4.878174,-1.999188e-21
4.878662,4.625302e-20
4.879150,1.954118e-21
4.879639,2.670076e-20
4.880127,3.127801e-20
4.880615,2.896271e-20
4.881104,3.930927e-20
4.881592,4.247330e-20
4.882080,3.449376e-20
4.882568,7.055746e-20
4.883057,3.261287e-20
4.883545,4.763031e-20
4.884033,6.392216e-20
4.884521,3.368769e-20
4.885010,6.359173e-20
4.885498,7.215244e-20
4.885986,7.451356e-20
4.886475,5.772939e-20
4.886963,8.382052e-20
4.887451,8.599701e-20
4.887939,7.823591e-20
4.888428,7.755805e-20
4.888916,9.437901e-20
4.889404,8.691279e-20
4.889893,9.468411e-20
4.890381,8.985483e-20
4.890869,8.774152e-20
4.891357,9.475179e-20
4.891846,7.396860e-20
4.892334,8.417390e-20
4.892822,8.927419e-20
4.893311,8.402528e-20
4.893799,1.058974e-19
4.894287,8.470414e-20
4.894775,8.746022e-20
4.895264,8.372888e-20
4.895752,6.768833e-20
4.896240,1.051470e-19
4.896729,7.944944e-20
4.897217,5.954428e-20
4.897705,6.817706e-20
4.898193,6.686248e-20
4.898682,6.328142e-20
4.899170,7.593812e-20
4.899658,3.342077e-20
4.900146,5.605276e-20
4.900635,6.166299e-20
4.901123,4.132130e-20
4.901611,3.080820e-20
4.902100,5.438665e-20
4.902588,2.413526e-20
4.903076,1.336872e-20
4.903564,-5.094436e-21
4.904053,3.690415e-20
4.904541,6.795671e-21
4.905029,-9.569822e-21
4.905518,-1.282904e-20
4.906006,-3.696316e-21
4.906494,-2.047960e-21
4.906982,-3.076477e-20
4.907471,-3.177878e-20
4.907959,-4.095843e-20
4.908447,-5.065361e-20
4.908936,-4.608258e-20
4.909424,-4.767733e-20
4.909912,-5.481161e-20
4.910400,-6.648224e-20
4.910889,-5.159271e-20
4.911377,-7.591497e-20
4.911865,-7.516027e-20
4.912354,-7.996225e-20
4.912842,-9.408886e-20
4.913330,-7.750940e-20
4.913818,-6.242970e-20
4.914307,-1.076347e-19
4.914795,-9.635881e-20
4.915283,-9.557721e-20
4.915771,-9.110411e-20
4.916260,-1.110168e-19
4.916748,-9.941607e-20
4.917236,-1.021512e-19
4.917725,-9.569359e-20
4.918213,-1.334664e-19
4.918701,-8.741645e-20
4.919189,-1.022436e-19
4.919678,-1.158400e-19
4.920166,-1.054930e-19
4.920654,-1.207301e-19
4.921143,-1.161023e-19
4.921631,-6.193105e-20
4.922119,-1.265487e-19
4.922607,-1.321506e-19
4.923096,-1.092986e-19
4.923584,-9.226402e-20
4.924072,-1.079305e-19
4.924561,-1.024575e-19
4.925049,-8.037205e-20
4.925537,-7.993567e-20
4.926025,-9.621588e-20
4.926514,-9.989696e-20
4.927002,-7.633096e-20
4.927490,-7.411617e-20
4.927979,-5.110849e-20
4.928467,-5.586693e-20
4.928955,-4.812582e-20
4.929443,-4.628047e-20
4.929932,-4.703583e-20
4.930420,-1.758480e-20
4.930908,-2.174561e-20
4.931396,-2.157614e-20
4.931885,-6.908244e-21
4.932373,2.161671e-20
4.932861,6.892050e-21
4.933350,-1.851379e-21
4.933838,2.141365e-20
4.934326,8.018297e-21
4.934814,3.337021e-20
4.935303,4.597817e-20
4.935791,3.465135e-20
4.936279,4.440073e-20
4.936768,3.961315e-20
4.937256,5.545561e-20
4.937744,6.092793e-20
4.938232,5.150409e-20
4.938721,8.293870e-20
4.939209,7.681858e-20
4.939697,9.523301e-20
4.940186,8.215148e-20
4.940674,7.084712e-20
4.941162,1.021352e-19
4.941650,7.175501e-20
4.942139,9.037449e-20
4.942627,1.102067e-19
4.943115,1.157867e-19
4.943604,1.172452e-19
4.944092,7.838968e-20
4.944580,9.997483e-20
4.945068,1.169055e-19
4.945557,1.048132e-19
4.946045,1.075195e-19
4.946533,1.200939e-19
4.947021,9.386267e-20
4.947510,8.724734e-20
4.947998,1.249913e-19
4.948486,9.731302e-20
4.948975,1.127363e-19
4.949463,1.194163e-19
4.949951,9.882727e-20
4.950439,6.116537e-20
4.950928,1.005176e-19
4.951416,8.276666e-20
4.951904,7.733931e-20
4.952393,8.347961e-20
4.952881,6.536064e-20
4.953369,8.025297e-20
4.953857,6.923670e-20
4.954346,4.105683e-20
4.954834,5.359969e-20
4.955322,5.783757e-20
4.955811,4.912928e-20
4.956299,4.757092e-20
4.956787,3.807952e-20
4.957275,2.543628e-20
4.957764,3.434488e-20
4.958252,1.162282e-20
4.958740,4.664119e-20
4.959229,6.568998e-21
4.959717,7.157610e-21
4.960205,2.079633e-20
4.960693,1.534160e-20
4.961182,-6.252429e-21
4.961670,-8.821301e-21
4.962158,-1.193543e-20
4.962646,-7.637106e-21
4.963135,-9.058111e-21
4.963623,-3.567871e-20
4.964111,-1.164759e-20
4.964600,-7.366910e-21
4.965088,-3.743979e-20
4.965576,-1.259940e-20
4.966064,-3.826730e-20
4.966553,-1.449393e-20
4.967041,-2.802703e-20
4.967529,-5.297678e-20
4.968018,-1.906892e-20
4.968506,-3.020152e-21
4.968994,-4.789858e-20
4.969482,-1.701213e-20
4.969971,-3.135938e-20
4.970459,-6.215065e-21
4.970947,-1.588641e-20
4.971436,-3.812241e-20
4.971924,-1.013918e-20
4.972412,-2.771488e-20
4.972900,-2.244175e-20
4.973389,-2.238366e-20
4.973877,-1.739737e-20
4.974365,-5.791480e-21
4.974854,-3.283313e-20
4.975342,-2.973875e-20
4.975830,1.585890e-20
4.976318,-3.056445e-20
4.976807,-3.825158e-20
4.977295,-4.650245e-21
4.977783,-2.146308e-20
4.978271,-5.967347e-21
4.978760,-2.624460e-21
4.979248,-1.198884e-20
4.979736,-4.809843e-21
4.980225,-1.758977e-20
4.980713,1.364062e-20
4.981201,8.912883e-21
4.981689,7.273211e-21
4.982178,2.336913e-20
4.982666,-2.940557e-20
4.983154,-1.106265e-20
4.983643,2.868539e-20
4.984131,1.455727e-20
4.984619,-1.808074e-20
4.985107,2.834751e-20
4.985596,1.733165e-20
4.986084,-1.522422e-21
4.986572,1.495393e-20
4.987061,3.612126e-21
4.987549,2.982103e-20
4.988037,-5.980438e-21
4.988525,-8.244598e-21
4.989014,4.325948e-21
4.989502,2.703393e-20
4.989990,1.440078e-20
4.990479,9.291144e-21
4.990967,-1.510947e-20
4.991455,1.673234e-20
4.991943,1.208958e-20
4.992432,6.479355e-22
4.992920,-9.798800e-21
4.993408,1.416238e-20
4.993896,-8.918502e-21
4.994385,-3.814388e-21
4.994873,-1.381652e-20
4.995361,9.420877e-21
4.995850,-1.897021e-20
4.996338,-1.682663e-20
4.996826,7.388677e-21
4.997314,-9.961499e-21
4.997803,3.970343e-21
4.998291,-1.580217e-20
4.998779,-3.784467e-21
4.999268,-8.131938e-21
4.999756,-2.976902e-20
5.000244,-4.148817e-22
5.000732,-3.371604e-21
5.001221,-4.766588e-21
5.001709,5.754587e-21
5.002197,-3.021582e-20
5.002686,-1.575985e-20
5.003174,1.313965e-20
5.003662,-2.379533e-20
5.004150,-6.360710e-21
5.004639,1.599672e-20
5.005127,-1.475453e-20
5.005615,1.098878e-20
5.006104,1.611719e-20
5.006592,-2.537840e-20
5.007080,1.662182e-20
5.007568,5.114451e-20
5.008057,4.199384e-21
5.008545,1.393781e-21
5.009033,1.914099e-20
5.009521,2.060826e-20
5.010010,3.836552e-21
5.010498,6.488295e-20
5.010986,1.587157e-20
5.011475,4.553062e-20
5.011963,3.217361e-20
5.012451,2.676406e-20
5.012939,4.308800e-20
5.013428,4.396004e-20
5.013916,3.365431e-20
5.014404,3.836525e-20
5.014893,3.238970e-20
5.015381,4.895854e-20
5.015869,5.919021e-20
5.016357,5.482771e-20
5.016846,5.592038e-20
5.017334,3.700177e-20
5.017822,6.530483e-20
5.018311,6.880747e-20
5.018799,3.420194e-20
5.019287,4.883773e-20
5.019775,5.117012e-20
5.020264,4.476500e-20
5.020752,7.683243e-20
5.021240,6.052481e-20
5.021729,6.287576e-20
5.022217,4.508105e-20
5.022705,5.631687e-20
5.023193,5.281573e-20
5.023682,4.715959e-20
5.024170,3.870511e-20
5.024658,4.726618e-20
5.025146,4.116683e-20
5.025635,5.077453e-20
5.026123,2.399533e-20
5.026611,2.418801e-20
5.027100,2.322567e-20
5.027588,1.724684e-20
5.028076,2.098621e-20
5.028564,-9.558967e-21
5.029053,-3.470392e-21
5.029541,-1.150953e-20
5.030029,-1.204416e-20
5.030518,-3.618970e-20
5.031006,-1.477564e-20
5.031494,-2.927835e-20
5.031982,-7.193678e-20
5.032471,-5.997521e-20
5.032959,-5.998070e-20
5.033447,-6.649207e-20
5.033936,-7.796523e-20
5.034424,-9.162690e-20
5.034912,-9.067270e-20
5.035400,-1.020783e-19
5.035889,-1.073244e-19
5.036377,-9.962683e-20
5.036865,-1.234603e-19
5.037354,-1.283987e-19
5.037842,-1.353497e-19
5.038330,-1.101619e-19
5.038818,-1.173470e-19
5.039307,-1.402668e-19
5.039795,-1.563993e-19
5.040283,-1.649755e-19
5.040771,-1.485526e-19
5.041260,-1.367591e-19
5.041748,-1.706007e-19
5.042236,-1.445976e-19
5.042725,-1.785654e-19
5.043213,-1.738665e-19
5.043701,-1.572907e-19
5.044189,-1.744224e-19
5.044678,-1.498865e-19
5.045166,-1.536517e-19
5.045654,-1.819904e-19
5.046143,-1.653283e-19
5.046631,-1.548985e-19
5.047119,-1.255105e-19
5.047607,-1.594089e-19
5.048096,-1.386566e-19
5.048584,-1.302246e-19
5.049072,-1.373336e-19
5.049561,-1.398426e-19
5.050049,-1.384412e-19
5.050537,-9.728099e-20
5.051025,-1.096769e-19
5.051514,-8.252692e-20
5.052002,-9.235388e-20
5.052490,-1.133434e-19
5.052979,-9.482788e-20
5.053467,-5.519926e-20
5.053955,-5.785112e-20
5.054443,-4.993167e-20
5.054932,-6.022774e-20
5.055420,-5.121256e-20
5.055908,-3.373854e-20
5.056396,-1.703857e-20
5.056885,-1.440382e-21
5.057373,-2.616125e-20
5.057861,3.411278e-20
5.058350,6.954119e-21
5.058838,4.834442e-20
5.059326,1.535233e-20
5.059814,5.404940e-20
5.060303,2.600728e-20
5.060791,5.551232e-20
5.061279,6.768243e-20
5.061768,5.211984e-20
5.062256,1.087456e-19
5.062744,1.019472e-19
5.063232,7.359889e-20
5.063721,8.548747e-20
5.064209,1.113967e-19
5.064697,1.207528e-19
5.065186,1.204723e-19
5.065674,1.382430e-19
5.066162,1.142174e-19
5.066650,1.166832e-19
5.067139,1.413968e-19
5.067627,1.587261e-19
5.068115,1.295417e-19
5.068604,1.462761e-19
5.069092,1.565384e-19
5.069580,1.680935e-19
5.070068,1.371796e-19
5.070557,1.607418e-19
5.071045,1.085568e-19
5.071533,1.634687e-19
5.072021,1.579214e-19
5.072510,1.490688e-19
5.072998,1.598580e-19
5.073486,1.444727e-19
5.073975,1.350737e-19
5.074463,1.432411e-19
5.074951,1.371320e-19
5.075439,1.127314e-19
5.075928,1.291010e-19
5.076416,1.394166e-19
5.076904,1.260038e-19
5.077393,1.162964e-19
5.077881,9.126448e-20
5.078369,7.671925e-20
5.078857,9.960078e-20
5.079346,9.884422e-20
5.079834,9.242769e-20
5.080322,8.497118e-20
5.080811,5.005140e-20
5.081299,6.960347e-20
5.081787,6.603365e-20
5.082275,4.474425e-20
5.082764,5.905982e-20
5.083252,5.361385e-20
5.083740,5.201897e-21
5.084229,1.858603e-20
5.084717,-1.021838e-22
5.085205,1.578446e-20
5.085693,6.526072e-21
5.086182,-1.718874e-20
5.086670,-3.004850e-20
5.087158,-3.832655e-20
5.087646,-5.608184e-20
5.088135,-3.950772e-20
5.088623,-5.540052e-20
5.089111,-5.927235e-20
5.089600,-6.470346e-20
5.090088,-8.991352e-20
5.090576,-8.320072e-20
5.091064,-1.036059e-19
5.091553,-7.780946e-20
5.092041,-8.130236e-20
5.092529,-1.205439e-19
5.093018,-1.119497e-19
5.093506,-1.034455e-19
5.093994,-1.415473e-19
5.094482,-1.192266e-19
5.094971,-1.396963e-19
5.095459,-1.415643e-19
5.095947,-1.470856e-19
5.096436,-1.333995e-19
5.096924,-1.498170e-19
5.097412,-1.509868e-19
5.097900,-1.475272e-19
5.098389,-1.525668e-19
5.098877,-1.554428e-19
5.099365,-1.426747e-19
5.099854,-1.488826e-19
5.100342,-1.537786e-19
5.100830,-1.512674e-19
5.101318,-1.414148e-19
5.101807,-1.147424e-19
5.102295,-1.406708e-19
5.102783,-1.509257e-19
5.103271,-1.264828e-19
5.103760,-1.253013e-19
5.104248,-1.167081e-19
5.104736,-1.252067e-19
5.105225,-1.170284e-19
5.105713,-1.177607e-19
5.106201,-9.102343e-20
5.106689,-7.865043e-20
5.107178,-1.243825e-19
5.107666,-1.013472e-19
5.108154,-4.170710e-20
5.108643,-7.913583e-20
5.109131,-5.458701e-20
5.109619,-3.714823e-20
5.110107,-6.872518e-20
5.110596,-4.811272e-20
5.111084,-2.675803e-20
5.111572,4.705881e-21
5.112061,9.242493e-21
5.112549,6.732797e-21
5.113037,6.992682e-21
5.113525,2.020997e-20
5.114014,2.364722e-20
5.114502,3.186449e-20
5.114990,7.970207e-20
5.115479,4.064227e-20
5.115967,5.151897e-20
5.116455,8.671606e-20
5.116943,9.934341e-20
5.117432,7.089960e-20
5.117920,1.000582e-19
5.118408,1.191841e-19
5.118896,1.204318e-19
5.119385,1.246754e-19
5.119873,1.344721e-19
5.120361,1.317238e-19
5.120850,1.546184e-19
5.121338,1.502280e-19
5.121826,1.649425e-19
5.122314,1.514173e-19
5.122803,1.678125e-19
5.123291,1.768390e-19
5.123779,1.812204e-19
5.124268,1.819730e-19
5.124756,1.630308e-19
5.125244,1.917991e-19
5.125732,1.910782e-19
5.126221,1.770108e-19
5.126709,1.805253e-19
5.127197,1.856875e-19
5.127686,1.804742e-19
5.128174,1.807796e-19
5.128662,1.778673e-19
5.129150,1.914152e-19
5.129639,1.540965e-19
5.130127,1.552994e-19
5.130615,1.672648e-19
5.131104,1.494259e-19
5.131592,1.375489e-19
5.132080,1.413610e-19
5.132568,1.209459e-19
5.133057,1.376000e-19
5.133545,1.444700e-19
5.134033,8.298844e-20
5.134521,9.851269e-20
5.135010,7.258201e-20
5.135498,1.008228e-19
5.135986,7.706691e-20
5.136475,4.813393e-20
5.136963,5.006925e-20
5.137451,5.037983e-20
5.137939,2.304677e-20
5.138428,3.501843e-20
5.138916,-3.692611e-21
5.139404,1.309987e-21
5.139893,-2.150113e-20
5.140381,-4.486941e-20
5.140869,-2.155437e-20
5.141357,-1.998847e-20
5.141846,-6.734879e-20
5.142334,-7.199227e-20
5.142822,-5.859094e-20
5.143311,-1.031639e-19
5.143799,-8.527409e-20
5.144287,-9.488133e-20
5.144775,-1.148846e-19
5.145264,-1.243243e-19
5.145752,-1.300215e-19
5.146240,-1.401106e-19
5.146729,-1.610490e-19
5.147217,-1.418638e-19
5.147705,-1.524554e-19
5.148193,-1.643545e-19
5.148682,-1.468300e-19
5.149170,-1.706599e-19
5.149658,-1.802961e-19
5.150146,-1.882490e-19
5.150635,-1.809535e-19
5.151123,-1.667259e-19
5.151611,-1.808504e-19
5.152100,-2.212425e-19
5.152588,-1.830314e-19
5.153076,-2.012227e-19
5.153564,-1.712610e-19
5.154053,-1.786725e-19
5.154541,-1.781218e-19
5.155029,-1.914568e-19
5.155518,-1.936298e-19
5.156006,-1.829679e-19
5.156494,-1.420200e-19
5.156982,-1.611095e-19
5.157471,-1.729557e-19
5.157959,-1.289433e-19
5.158447,-1.392139e-19
5.158936,-1.465032e-19
5.159424,-1.223858e-19
5.159912,-1.432201e-19
5.160400,-1.073805e-19
5.160889,-9.257327e-20
5.161377,-8.876341e-20
5.161865,-9.996371e-20
5.162354,-7.676285e-20
5.162842,-6.951587e-20
5.163330,-3.698334e-20
5.163818,-5.932205e-20
5.164307,-7.353256e-20
5.164795,-2.753285e-20
5.165283,-2.040206e-20
5.165771,-1.028109e-20
5.166260,-5.937888e-21
5.166748,2.196991e-21
5.167236,-7.662091e-21
5.167725,4.799100e-20
5.168213,3.198005e-20
5.168701,3.894691e-20
5.169189,4.962865e-20
5.169678,6.652871e-20
5.170166,5.602645e-20
5.170654,7.560835e-20
5.171143,7.567105e-20
5.171631,1.054643e-19
5.172119,9.410027e-20
5.172607,9.689027e-20
5.173096,1.146129e-19
5.173584,1.116398e-19
5.174072,1.191938e-19
5.174561,1.323374e-19
5.175049,1.364859e-19
5.175537,1.370194e-19
5.176025,1.551162e-19
5.176514,1.313252e-19
5.177002,1.550123e-19
5.177490,1.513187e-19
5.177979,1.399552e-19
5.178467,1.648815e-19
5.178955,1.601177e-19
5.179443,1.464678e-19
5.179932,1.625599e-19
5.180420,1.650905e-19
5.180908,1.463310e-19
5.181396,1.429456e-19
5.181885,1.306593e-19
5.182373,1.529716e-19
5.182861,1.519989e-19
5.183350,1.234293e-19
5.183838,1.303103e-19
5.184326,1.356997e-19
5.184814,1.182460e-19
5.185303,1.295188e-19
5.185791,9.113242e-20
5.186279,1.256789e-19
5.186768,1.038202e-19
5.187256,7.408182e-20
5.187744,7.643867e-20
5.188232,7.850866e-20
5.188721,8.465161e-20
5.189209,3.757323e-20
5.189697,5.827440e-20
5.190186,3.064030e-20
5.190674,4.173298e-20
5.191162,1.404556e-20
5.191650,1.436595e-20
5.192139,1.917368e-20
5.192627,-1.227960e-20
5.193115,-1.776403e-20
5.193604,-1.097439e-20
5.194092,-1.967847e-20
5.194580,-2.758902e-20
5.195068,-4.377688e-20
5.195557,-7.478442e-20
5.196045,-6.332241e-20
5.196533,-7.005024e-20
5.197021,-6.344659e-20
5.197510,-9.707982e-20
5.197998,-8.795393e-20
5.198486,-1.072440e-19
5.198975,-8.359159e-20
