time,template
0.035400,3.400550e-21
0.035645,3.637239e-21
0.035889,3.864866e-21
0.036133,4.082629e-21
0.036377,4.289045e-21
0.036621,4.482861e-21
0.036865,4.662992e-21
0.037109,4.828354e-21
0.037354,4.977794e-21
0.037598,5.110295e-21
0.037842,5.224776e-21
0.038086,5.320406e-21
0.038330,5.396219e-21
0.038574,5.451428e-21
0.038818,5.485294e-21
0.039062,5.497196e-21
0.039307,5.486415e-21
0.039551,5.452581e-21
0.039795,5.395330e-21
0.040039,5.314240e-21
0.040283,5.209073e-21
0.040527,5.079692e-21
0.040771,4.926396e-21
0.041016,4.749114e-21
0.041260,4.547671e-21
0.041504,4.323000e-21
0.041748,4.075298e-21
0.041992,3.804947e-21
0.042236,3.512746e-21
0.042480,3.199106e-21
0.042725,2.865589e-21
0.042969,2.512841e-21
0.043213,2.141550e-21
0.043457,1.753680e-21
0.043701,1.349716e-21
0.043945,9.316496e-22
0.044189,5.005317e-22
0.044434,5.812903e-23
0.044678,-3.941399e-22
0.044922,-8.538987e-22
0.045166,-1.320472e-21
0.045410,-1.790904e-21
0.045654,-2.263960e-21
0.045898,-2.737469e-21
0.046143,-3.209654e-21
0.046387,-3.677852e-21
0.046631,-4.141274e-21
0.046875,-4.596400e-21
0.047119,-5.041984e-21
0.047363,-5.475937e-21
0.047607,-5.896179e-21
0.047852,-6.299991e-21
0.048096,-6.686526e-21
0.048340,-7.052703e-21
0.048584,-7.397349e-21
0.048828,-7.718302e-21
0.049072,-8.013668e-21
0.049316,-8.282030e-21
0.049561,-8.521387e-21
0.049805,-8.730515e-21
0.050049,-8.907805e-21
0.050293,-9.051931e-21
0.050537,-9.161689e-21
0.050781,-9.235976e-21
0.051025,-9.273859e-21
0.051270,-9.274529e-21
0.051514,-9.237255e-21
0.051758,-9.161461e-21
0.052002,-9.046839e-21
0.052246,-8.893308e-21
0.052490,-8.700741e-21
0.052734,-8.468633e-21
0.052979,-8.198648e-21
0.053223,-7.889964e-21
0.053467,-7.543693e-21
0.053711,-7.160639e-21
0.053955,-6.742016e-21
0.054199,-6.288500e-21
0.054443,-5.801088e-21
0.054688,-5.282016e-21
0.054932,-4.732957e-21
0.055176,-4.154511e-21
0.055420,-3.550411e-21
0.055664,-2.921203e-21
0.055908,-2.269719e-21
0.056152,-1.598643e-21
0.056396,-9.090938e-22
0.056641,-2.056914e-22
0.056885,5.105906e-22
0.057129,1.236284e-21
0.057373,1.968872e-21
0.057617,2.704370e-21
0.057861,3.441170e-21
0.058105,4.175526e-21
0.058350,4.904015e-21
0.058594,5.624531e-21
0.058838,6.332635e-21
0.059082,7.026495e-21
0.059326,7.702354e-21
0.059570,8.356857e-21
0.059814,8.987550e-21
0.060059,9.591413e-21
0.060303,1.016549e-20
0.060547,1.070627e-20
0.060791,1.121151e-20
0.061035,1.167879e-20
0.061279,1.210555e-20
0.061523,1.248923e-20
0.061768,1.282773e-20
0.062012,1.311868e-20
0.062256,1.336051e-20
0.062500,1.355145e-20
0.062744,1.368989e-20
0.062988,1.377451e-20
0.063232,1.380426e-20
0.063477,1.377819e-20
0.063721,1.369544e-20
0.063965,1.355579e-20
0.064209,1.335928e-20
0.064453,1.310518e-20
0.064697,1.279435e-20
0.064941,1.242669e-20
0.065186,1.200357e-20
0.065430,1.152607e-20
0.065674,1.099457e-20
0.065918,1.041108e-20
0.066162,9.777671e-21
0.066406,9.095616e-21
0.066650,8.367425e-21
0.066895,7.595095e-21
0.067139,6.782467e-21
0.067383,5.930260e-21
0.067627,5.043181e-21
0.067871,4.124480e-21
0.068115,3.176147e-21
0.068359,2.202642e-21
0.068604,1.208157e-21
0.068848,1.945700e-22
0.069092,-8.317063e-22
0.069336,-1.867583e-21
0.069580,-2.909399e-21
0.069824,-3.951931e-21
0.070068,-4.992843e-21
0.070312,-6.024873e-21
0.070557,-7.046081e-21
0.070801,-8.051136e-21
0.071045,-9.035242e-21
0.071289,-9.995418e-21
0.071533,-1.092607e-20
0.071777,-1.182345e-20
0.072021,-1.268382e-20
0.072266,-1.350312e-20
0.072510,-1.427709e-20
0.072754,-1.500140e-20
0.072998,-1.567371e-20
0.073242,-1.629023e-20
0.073486,-1.684704e-20
0.073730,-1.734205e-20
0.073975,-1.777200e-20
0.074219,-1.813439e-20
0.074463,-1.842694e-20
0.074707,-1.864764e-20
0.074951,-1.879477e-20
0.075195,-1.886685e-20
0.075439,-1.886263e-20
0.075684,-1.878138e-20
0.075928,-1.862254e-20
0.076172,-1.838572e-20
0.076416,-1.807136e-20
0.076660,-1.767925e-20
0.076904,-1.721111e-20
0.077148,-1.666728e-20
0.077393,-1.604906e-20
0.077637,-1.535812e-20
0.077881,-1.459686e-20
0.078125,-1.376856e-20
0.078369,-1.287419e-20
0.078613,-1.191809e-20
0.078857,-1.090257e-20
0.079102,-9.831134e-21
0.079346,-8.708703e-21
0.079590,-7.538843e-21
0.079834,-6.325286e-21
0.080078,-5.073172e-21
0.080322,-3.786641e-21
0.080566,-2.471923e-21
0.080811,-1.132224e-21
0.081055,2.245680e-22
0.081299,1.595642e-21
0.081543,2.974153e-21
0.081787,4.353168e-21
0.082031,5.728974e-21
0.082275,7.097100e-21
0.082520,8.448575e-21
0.082764,9.778341e-21
0.083008,1.108252e-20
0.083252,1.235478e-20
0.083496,1.358836e-20
0.083740,1.477840e-20
0.083984,1.592004e-20
0.084229,1.700706e-20
0.084473,1.803585e-20
0.084717,1.899978e-20
0.084961,1.989592e-20
0.085205,2.071903e-20
0.085449,2.146502e-20
0.085693,2.213031e-20
0.085938,2.271065e-20
0.086182,2.320376e-20
0.086426,2.360615e-20
0.086670,2.391567e-20
0.086914,2.412985e-20
0.087158,2.424698e-20
0.087402,2.426567e-20
0.087646,2.418491e-20
0.087891,2.400412e-20
0.088135,2.372293e-20
0.088379,2.334199e-20
0.088623,2.286180e-20
0.088867,2.228242e-20
0.089111,2.160733e-20
0.089355,2.083712e-20
0.089600,1.997353e-20
0.089844,1.902116e-20
0.090088,1.798174e-20
0.090332,1.685870e-20
0.090576,1.565650e-20
0.090820,1.438011e-20
0.091064,1.303219e-20
0.091309,1.161972e-20
0.091553,1.014658e-20
0.091797,8.619833e-21
0.092041,7.043855e-21
0.092285,5.424720e-21
0.092529,3.771172e-21
0.092773,2.086571e-21
0.093018,3.792583e-22
0.093262,-1.343043e-21
0.093506,-3.075784e-21
0.093750,-4.809372e-21
0.093994,-6.538263e-21
0.094238,-8.254404e-21
0.094482,-9.951349e-21
0.094727,-1.161954e-20
0.094971,-1.325417e-20
0.095215,-1.484811e-20
0.095459,-1.639435e-20
0.095703,-1.788464e-20
0.095947,-1.931435e-20
0.096191,-2.067444e-20
0.096436,-2.196062e-20
0.096680,-2.316632e-20
0.096924,-2.428637e-20
0.097168,-2.531446e-20
0.097412,-2.624685e-20
0.097656,-2.707735e-20
0.097900,-2.780312e-20
0.098145,-2.841913e-20
0.098389,-2.892297e-20
0.098633,-2.931114e-20
0.098877,-2.958111e-20
0.099121,-2.973099e-20
0.099365,-2.975906e-20
0.099609,-2.966417e-20
0.099854,-2.944618e-20
0.100098,-2.910469e-20
0.100342,-2.864005e-20
0.100586,-2.805347e-20
0.100830,-2.734610e-20
0.101074,-2.652125e-20
0.101318,-2.557973e-20
0.101562,-2.452603e-20
0.101807,-2.336203e-20
0.102051,-2.209350e-20
0.102295,-2.072443e-20
0.102539,-1.925979e-20
0.102783,-1.770423e-20
0.103027,-1.606349e-20
0.103271,-1.434543e-20
0.103516,-1.255590e-20
0.103760,-1.070186e-20
0.104004,-8.789654e-21
0.104248,-6.826809e-21
0.104492,-4.822099e-21
0.104736,-2.784598e-21
0.104980,-7.196452e-22
0.105225,1.361363e-21
0.105469,3.449841e-21
0.105713,5.540085e-21
0.105957,7.622347e-21
0.106201,9.685905e-21
0.106445,1.172300e-20
0.106689,1.372586e-20
0.106934,1.568312e-20
0.107178,1.759081e-20
0.107422,1.943700e-20
0.107666,2.121448e-20
0.107910,2.291610e-20
0.108154,2.453272e-20
0.108398,2.605915e-20
0.108643,2.748569e-20
0.108887,2.880826e-20
0.109131,3.001935e-20
0.109375,3.111362e-20
0.109619,3.208441e-20
0.109863,3.292823e-20
0.110107,3.364055e-20
0.110352,3.421719e-20
0.110596,3.465502e-20
0.110840,3.495103e-20
0.111084,3.510331e-20
0.111328,3.511026e-20
0.111572,3.497090e-20
0.111816,3.468471e-20
0.112061,3.425241e-20
0.112305,3.367403e-20
0.112549,3.295201e-20
0.112793,3.208874e-20
0.113037,3.108552e-20
0.113281,2.994720e-20
0.113525,2.867595e-20
0.113770,2.727744e-20
0.114014,2.575836e-20
0.114258,2.412138e-20
0.114502,2.237504e-20
0.114746,2.052434e-20
0.114990,1.857729e-20
0.115234,1.654053e-20
0.115479,1.442200e-20
0.115723,1.223328e-20
0.115967,9.980044e-21
0.116211,7.672464e-21
0.116455,5.317675e-21
0.116699,2.928681e-21
0.116943,5.142260e-22
0.117188,-1.915667e-21
0.117432,-4.352006e-21
0.117676,-6.783405e-21
0.117920,-9.198475e-21
0.118164,-1.158922e-20
0.118408,-1.394648e-20
0.118652,-1.625574e-20
0.118896,-1.851028e-20
0.119141,-2.070019e-20
0.119385,-2.281486e-20
0.119629,-2.484404e-20
0.119873,-2.678060e-20
0.120117,-2.861573e-20
0.120361,-3.033951e-20
0.120605,-3.194495e-20
0.120850,-3.342529e-20
0.121094,-3.477291e-20
0.121338,-3.598193e-20
0.121582,-3.704548e-20
0.121826,-3.795927e-20
0.122070,-3.871818e-20
0.122314,-3.931823e-20
0.122559,-3.975636e-20
0.122803,-4.002925e-20
0.123047,-4.013536e-20
0.123291,-4.007317e-20
0.123535,-3.984206e-20
0.123779,-3.944272e-20
0.124023,-3.887474e-20
0.124268,-3.814073e-20
0.124512,-3.724222e-20
0.124756,-3.618260e-20
0.125000,-3.496624e-20
0.125244,-3.359630e-20
0.125488,-3.207846e-20
0.125732,-3.041760e-20
0.125977,-2.862082e-20
0.126221,-2.669511e-20
0.126465,-2.464597e-20
0.126709,-2.248552e-20
0.126953,-2.022157e-20
0.127197,-1.785876e-20
0.127441,-1.541106e-20
0.127686,-1.288493e-20
0.127930,-1.029555e-20
0.128174,-7.651226e-21
0.128418,-4.960363e-21
0.128662,-2.237980e-21
0.128906,5.057830e-22
0.129150,3.261965e-21
0.129395,6.015024e-21
0.129639,8.754556e-21
0.129883,1.147139e-20
0.130127,1.414881e-20
0.130371,1.678026e-20
0.130615,1.934947e-20
0.130859,2.185117e-20
0.131104,2.426860e-20
0.131348,2.659453e-20
0.131592,2.881856e-20
0.131836,3.092782e-20
0.132080,3.291760e-20
0.132324,3.477514e-20
0.132568,3.649292e-20
0.132812,3.806311e-20
0.133057,3.947898e-20
0.133301,4.073315e-20
0.133545,4.181966e-20
0.133789,4.273354e-20
0.134033,4.346972e-20
0.134277,4.402418e-20
0.134521,4.439421e-20
0.134766,4.457752e-20
0.135010,4.457225e-20
0.135254,4.437752e-20
0.135498,4.399400e-20
0.135742,4.342171e-20
0.135986,4.266316e-20
0.136230,4.171962e-20
0.136475,4.059632e-20
0.136719,3.929514e-20
0.136963,3.782206e-20
0.137207,3.618440e-20
0.137451,3.438444e-20
0.137695,3.243160e-20
0.137939,3.033369e-20
0.138184,2.810026e-20
0.138428,2.573938e-20
0.138672,2.325828e-20
0.138916,2.067064e-20
0.139160,1.798596e-20
0.139404,1.521275e-20
0.139648,1.236509e-20
0.139893,9.457701e-21
0.140137,6.495930e-21
0.140381,3.497800e-21
0.140625,4.760659e-22
0.140869,-2.560668e-21
0.141113,-5.595180e-21
0.141357,-8.617293e-21
0.141602,-1.161258e-20
0.141846,-1.456948e-20
0.142090,-1.747510e-20
0.142334,-2.031281e-20
0.142578,-2.307422e-20
0.142822,-2.574711e-20
0.143066,-2.831610e-20
0.143311,-3.077568e-20
0.143555,-3.311025e-20
0.143799,-3.531153e-20
0.144043,-3.736674e-20
0.144287,-3.927118e-20
0.144531,-4.101178e-20
0.144775,-4.258369e-20
0.145020,-4.397743e-20
0.145264,-4.518818e-20
0.145508,-4.620807e-20
0.145752,-4.703392e-20
0.145996,-4.766041e-20
0.146240,-4.808478e-20
0.146484,-4.830434e-20
0.146729,-4.831740e-20
0.146973,-4.812345e-20
0.147217,-4.772245e-20
0.147461,-4.711600e-20
0.147705,-4.630459e-20
0.147949,-4.529304e-20
0.148193,-4.408380e-20
0.148438,-4.268200e-20
0.148682,-4.109316e-20
0.148926,-3.932362e-20
0.149170,-3.738053e-20
0.149414,-3.526971e-20
0.149658,-3.300274e-20
0.149902,-3.058802e-20
0.150146,-2.803435e-20
0.150391,-2.535350e-20
0.150635,-2.255540e-20
0.150879,-1.965585e-20
0.151123,-1.666024e-20
0.151367,-1.358678e-20
0.151611,-1.044569e-20
0.151855,-7.254835e-21
0.152100,-4.023427e-21
0.152344,-7.622574e-22
0.152588,2.504007e-21
0.152832,5.771894e-21
0.153076,9.024184e-21
0.153320,1.224225e-20
0.153564,1.541660e-20
0.153809,1.853471e-20
0.154053,2.157581e-20
0.154297,2.453227e-20
0.154541,2.739357e-20
0.154785,3.013919e-20
0.155029,3.276336e-20
0.155273,3.525073e-20
0.155518,3.759457e-20
0.155762,3.977894e-20
0.156006,4.179625e-20
0.156250,4.363896e-20
0.156494,4.529607e-20
0.156738,4.676088e-20
0.156982,4.802715e-20
0.157227,4.908826e-20
0.157471,4.993918e-20
0.157715,5.057579e-20
0.157959,5.099500e-20
0.158203,5.119425e-20
0.158447,5.117223e-20
0.158691,5.092859e-20
0.158936,5.046368e-20
0.159180,4.977919e-20
0.159424,4.887816e-20
0.159668,4.776205e-20
0.159912,4.643786e-20
0.160156,4.490844e-20
0.160400,4.318387e-20
0.160645,4.126540e-20
0.160889,3.916626e-20
0.161133,3.689241e-20
0.161377,3.445442e-20
0.161621,3.186137e-20
0.161865,2.912674e-20
0.162109,2.625965e-20
0.162354,2.327222e-20
0.162598,2.018155e-20
0.162842,1.699517e-20
0.163086,1.373124e-20
0.163330,1.039927e-20
0.163574,7.016728e-21
0.163818,3.599916e-21
0.164062,1.605368e-22
0.164307,-3.284831e-21
0.164551,-6.722721e-21
0.164795,-1.013492e-20
0.165039,-1.350962e-20
0.165283,-1.683042e-20
0.165527,-2.008418e-20
0.165771,-2.325503e-20
0.166016,-2.632897e-20
0.166260,-2.929372e-20
0.166504,-3.213345e-20
0.166748,-3.483693e-20
0.166992,-3.739216e-20
0.167236,-3.979091e-20
0.167480,-4.201591e-20
0.167725,-4.406325e-20
0.167969,-4.591897e-20
0.168213,-4.757733e-20
0.168457,-4.903057e-20
0.168701,-5.027121e-20
0.168945,-5.129318e-20
0.169189,-5.209323e-20
0.169434,-5.266568e-20
0.169678,-5.300857e-20
0.169922,-5.312010e-20
0.170166,-5.299924e-20
0.170410,-5.264613e-20
0.170654,-5.206209e-20
0.170898,-5.124989e-20
0.171143,-5.021263e-20
0.171387,-4.895204e-20
0.171631,-4.747821e-20
0.171875,-4.579270e-20
0.172119,-4.390652e-20
0.172363,-4.182426e-20
0.172607,-3.955658e-20
0.172852,-3.711213e-20
0.173096,-3.450502e-20
0.173340,-3.174177e-20
0.173584,-2.883677e-20
0.173828,-2.580127e-20
0.174072,-2.265284e-20
0.174316,-1.940097e-20
0.174561,-1.605979e-20
0.174805,-1.264385e-20
0.175049,-9.168107e-21
0.175293,-5.652692e-21
0.175537,-2.108266e-21
0.175781,1.446287e-21
0.176025,5.000186e-21
0.176270,8.534447e-21
0.176514,1.203184e-20
0.176758,1.548166e-20
0.177002,1.886232e-20
0.177246,2.216654e-20
0.177490,2.537345e-20
0.177734,2.847177e-20
0.177979,3.144356e-20
0.178223,3.428102e-20
0.178467,3.696995e-20
0.178711,3.949479e-20
0.178955,4.184889e-20
0.179199,4.401840e-20
0.179443,4.599560e-20
0.179688,4.777139e-20
0.179932,4.933685e-20
0.180176,5.068439e-20
0.180420,5.180919e-20
0.180664,5.270586e-20
0.180908,5.336978e-20
0.181152,5.379778e-20
0.181396,5.398829e-20
0.181641,5.394006e-20
0.181885,5.365310e-20
0.182129,5.312891e-20
0.182373,5.236930e-20
0.182617,5.137776e-20
0.182861,5.015744e-20
0.183105,4.871596e-20
0.183350,4.705642e-20
0.183594,4.519003e-20
0.183838,4.312358e-20
0.184082,4.086508e-20
0.184326,3.842424e-20
0.184570,3.581407e-20
0.184814,3.304502e-20
0.185059,3.012657e-20
0.185303,2.707553e-20
0.185547,2.390409e-20
0.185791,2.062323e-20
0.186035,1.725347e-20
0.186279,1.380515e-20
0.186523,1.029347e-20
0.186768,6.735555e-21
0.187012,3.145533e-21
0.187256,-4.573839e-22
0.187500,-4.060497e-21
0.187744,-7.642888e-21
0.187988,-1.119844e-20
0.188232,-1.470156e-20
0.188477,-1.813995e-20
0.188721,-2.150137e-20
0.188965,-2.476620e-20
0.189209,-2.792148e-20
0.189453,-3.095450e-20
0.189697,-3.385029e-20
0.189941,-3.659716e-20
0.190186,-3.918037e-20
0.190430,-4.159178e-20
0.190674,-4.381529e-20
0.190918,-4.584792e-20
0.191162,-4.767477e-20
0.191406,-4.929029e-20
0.191650,-5.068637e-20
0.191895,-5.185676e-20
0.192139,-5.279658e-20
0.192383,-5.350074e-20
0.192627,-5.396685e-20
0.192871,-5.419202e-20
0.193115,-5.417532e-20
0.193359,-5.391684e-20
0.193604,-5.341720e-20
0.193848,-5.267873e-20
0.194092,-5.170521e-20
0.194336,-5.049942e-20
0.194580,-4.906895e-20
0.194824,-4.741672e-20
0.195068,-4.555370e-20
0.195312,-4.348579e-20
0.195557,-4.122301e-20
0.195801,-3.877313e-20
0.196045,-3.615155e-20
0.196289,-3.336520e-20
0.196533,-3.043025e-20
0.196777,-2.735712e-20
0.197021,-2.416089e-20
0.197266,-2.085433e-20
0.197510,-1.745682e-20
0.197754,-1.397578e-20
0.197998,-1.043306e-20
0.198242,-6.844600e-21
0.198486,-3.221571e-21
0.198730,4.165136e-22
0.198975,4.053322e-21
0.199219,7.674166e-21
0.199463,1.126111e-20
0.199707,1.479804e-20
0.199951,1.826904e-20
0.200195,2.166003e-20
0.200439,2.495268e-20
0.200684,2.813514e-20
0.200928,3.119157e-20
0.201172,3.410949e-20
0.201416,3.687554e-20
0.201660,3.947360e-20
0.201904,4.189663e-20
0.202148,4.413031e-20
0.202393,4.616653e-20
0.202637,4.799506e-20
0.202881,4.960829e-20
0.203125,5.099746e-20
0.203369,5.215799e-20
0.203613,5.308287e-20
0.203857,5.376875e-20
0.204102,5.421186e-20
0.204346,5.441059e-20
0.204590,5.436357e-20
0.204834,5.407094e-20
0.205078,5.353424e-20
0.205322,5.275536e-20
0.205566,5.173746e-20
0.205811,5.048602e-20
0.206055,4.900480e-20
0.206299,4.730232e-20
0.206543,4.538472e-20
0.206787,4.326237e-20
0.207031,4.094181e-20
0.207275,3.843654e-20
0.207520,3.575562e-20
0.207764,3.291224e-20
0.208008,2.992067e-20
0.208252,2.679026e-20
0.208496,2.353784e-20
0.208740,2.017969e-20
0.208984,1.672479e-20
0.209229,1.319657e-20
0.209473,9.606287e-21
0.209717,5.973456e-21
0.209961,2.311270e-21
0.210205,-1.363677e-21
0.210449,-5.034695e-21
0.210693,-8.680142e-21
0.210938,-1.229166e-20
0.211182,-1.584624e-20
0.211426,-1.932779e-20
0.211670,-2.272514e-20
0.211914,-2.601816e-20
0.212158,-2.919482e-20
0.212402,-3.223913e-20
0.212646,-3.513721e-20
0.212891,-3.787586e-20
0.213135,-4.044480e-20
0.213379,-4.282975e-20
0.213623,-4.501888e-20
0.213867,-4.700328e-20
0.214111,-4.877538e-20
0.214355,-5.032454e-20
0.214600,-5.164450e-20
0.214844,-5.272962e-20
0.215088,-5.357460e-20
0.215332,-5.417479e-20
0.215576,-5.452794e-20
0.215820,-5.463207e-20
0.216064,-5.448679e-20
0.216309,-5.409210e-20
0.216553,-5.345016e-20
0.216797,-5.256421e-20
0.217041,-5.143686e-20
0.217285,-5.007395e-20
0.217529,-4.848166e-20
0.217773,-4.666812e-20
0.218018,-4.463800e-20
0.218262,-4.240502e-20
0.218506,-3.997534e-20
0.218750,-3.736321e-20
0.218994,-3.457950e-20
0.219238,-3.163558e-20
0.219482,-2.854613e-20
0.219727,-2.532382e-20
0.219971,-2.198477e-20
0.220215,-1.854428e-20
0.220459,-1.501973e-20
0.220703,-1.142082e-20
0.220947,-7.770467e-21
0.221191,-4.085477e-21
0.221436,-3.777784e-22
0.221680,3.332281e-21
0.221924,7.027647e-21
0.222168,1.069133e-20
0.222412,1.430649e-20
0.222656,1.785807e-20
0.222900,2.132808e-20
0.223145,2.470205e-20
0.223389,2.796282e-20
0.223633,3.109401e-20
0.223877,3.408527e-20
0.224121,3.691871e-20
0.224365,3.958260e-20
0.224609,4.206681e-20
0.224854,4.435736e-20
0.225098,4.644279e-20
0.225342,4.831528e-20
0.225586,4.996521e-20
0.225830,5.138547e-20
0.226074,5.256824e-20
0.226318,5.350943e-20
0.226562,5.420296e-20
0.226807,5.464696e-20
0.227051,5.483821e-20
0.227295,5.477611e-20
0.227539,5.446100e-20
0.227783,5.389343e-20
0.228027,5.307624e-20
0.228271,5.201477e-20
0.228516,5.071038e-20
0.228760,4.917151e-20
0.229004,4.740472e-20
0.229248,4.541816e-20
0.229492,4.321889e-20
0.229736,4.081992e-20
0.229980,3.823258e-20
0.230225,3.546522e-20
0.230469,3.253289e-20
0.230713,2.944916e-20
0.230957,2.622832e-20
0.231201,2.288222e-20
0.231445,1.943080e-20
0.231689,1.589019e-20
0.231934,1.227037e-20
0.232178,8.596172e-21
0.232422,4.879771e-21
0.232666,1.138382e-21
0.232910,-2.608940e-21
0.233154,-6.344770e-21
0.233398,-1.005338e-20
0.233643,-1.371421e-20
0.233887,-1.731188e-20
0.234131,-2.083120e-20
0.234375,-2.425567e-20
0.234619,-2.756772e-20
0.234863,-3.075189e-20
0.235107,-3.379466e-20
0.235352,-3.667787e-20
0.235596,-3.939317e-20
0.235840,-4.192634e-20
0.236084,-4.426424e-20
0.236328,-4.639505e-20
0.236572,-4.831069e-20
0.236816,-5.000186e-20
0.237061,-5.145915e-20
0.237305,-5.267748e-20
0.237549,-5.364896e-20
0.237793,-5.437072e-20
0.238037,-5.483826e-20
0.238281,-5.504975e-20
0.238525,-5.500366e-20
0.238770,-5.470034e-20
0.239014,-5.414089e-20
0.239258,-5.332798e-20
0.239502,-5.226481e-20
0.239746,-5.095666e-20
0.239990,-4.940960e-20
0.240234,-4.762998e-20
0.240479,-4.562770e-20
0.240723,-4.341031e-20
0.240967,-4.098789e-20
0.241211,-3.837393e-20
0.241455,-3.557961e-20
0.241699,-3.261664e-20
0.241943,-2.949727e-20
0.242188,-2.624165e-20
0.242432,-2.286080e-20
0.242676,-1.937041e-20
0.242920,-1.578998e-20
0.243164,-1.213313e-20
0.243408,-8.418603e-21
0.243652,-4.662181e-21
0.243896,-8.831703e-22
0.244141,2.900652e-21
0.244385,6.673158e-21
0.244629,1.041324e-20
0.244873,1.410498e-20
0.245117,1.773419e-20
0.245361,2.127889e-20
0.245605,2.472550e-20
0.245850,2.805618e-20
0.246094,3.125659e-20
0.246338,3.430878e-20
0.246582,3.720104e-20
0.246826,3.991947e-20
0.247070,4.244990e-20
0.247314,4.477933e-20
0.247559,4.689971e-20
0.247803,4.879802e-20
0.248047,5.046762e-20
0.248291,5.189822e-20
0.248535,5.308334e-20
0.248779,5.401873e-20
0.249023,5.469877e-20
0.249268,5.512019e-20
0.249512,5.528097e-20
0.249756,5.517996e-20
0.250000,5.481791e-20
0.250244,5.419581e-20
0.250488,5.331681e-20
0.250732,5.218501e-20
0.250977,5.080640e-20
0.251221,4.918469e-20
0.251465,4.733010e-20
0.251709,4.525168e-20
0.251953,4.295527e-20
0.252197,4.045553e-20
0.252441,3.776455e-20
0.252686,3.489135e-20
0.252930,3.185326e-20
0.253174,2.866054e-20
0.253418,2.533398e-20
0.253662,2.188191e-20
0.253906,1.832668e-20
0.254150,1.468530e-20
0.254395,1.096854e-20
0.254639,7.200546e-21
0.254883,3.399303e-21
0.255127,-4.221577e-22
0.255371,-4.242283e-21
0.255615,-8.039529e-21
0.255859,-1.180582e-20
0.256104,-1.551320e-20
0.256348,-1.914891e-20
0.256592,-2.269552e-20
0.256836,-2.613295e-20
0.257080,-2.944782e-20
0.257324,-3.262139e-20
0.257568,-3.564386e-20
0.257812,-3.849404e-20
0.258057,-4.116216e-20
0.258301,-4.363518e-20
0.258545,-4.589910e-20
0.258789,-4.794503e-20
0.259033,-4.976213e-20
0.259277,-5.134165e-20
0.259521,-5.267654e-20
0.259766,-5.376004e-20
0.260010,-5.458597e-20
0.260254,-5.515105e-20
0.260498,-5.545211e-20
0.260742,-5.548761e-20
0.260986,-5.525715e-20
0.261230,-5.476208e-20
0.261475,-5.400385e-20
0.261719,-5.298693e-20
0.261963,-5.171584e-20
0.262207,-5.019518e-20
0.262451,-4.843324e-20
0.262695,-4.643933e-20
0.262939,-4.422127e-20
0.263184,-4.179046e-20
0.263428,-3.915734e-20
0.263672,-3.633429e-20
0.263916,-3.333731e-20
0.264160,-3.017816e-20
0.264404,-2.687476e-20
0.264648,-2.343853e-20
0.264893,-1.988885e-20
0.265137,-1.624602e-20
0.265381,-1.251785e-20
0.265625,-8.731984e-21
0.265869,-4.903403e-21
0.266113,-1.047133e-21
0.266357,2.813185e-21
0.266602,6.662326e-21
0.266846,1.048003e-20
0.267090,1.424787e-20
0.267334,1.794928e-20
0.267578,2.156316e-20
0.267822,2.507520e-20
0.268066,2.846829e-20
0.268311,3.172445e-20
0.268555,3.482793e-20
0.268799,3.776495e-20
0.269043,4.051872e-20
0.269287,4.307937e-20
0.269531,4.543003e-20
0.269775,4.756339e-20
0.270020,4.946694e-20
0.270264,5.113141e-20
0.270508,5.254929e-20
0.270752,5.371286e-20
0.270996,5.461645e-20
0.271240,5.525587e-20
0.271484,5.562750e-20
0.271729,5.572950e-20
0.271973,5.556118e-20
0.272217,5.512347e-20
0.272461,5.441806e-20
0.272705,5.344797e-20
0.272949,5.221870e-20
0.273193,5.073512e-20
0.273438,4.900403e-20
0.273682,4.703625e-20
0.273926,4.483581e-20
0.274170,4.241997e-20
0.274414,3.979407e-20
0.274658,3.697646e-20
0.274902,3.397589e-20
0.275146,3.081076e-20
0.275391,2.749513e-20
0.275635,2.404206e-20
0.275879,2.047118e-20
0.276123,1.680150e-20
0.276367,1.304933e-20
0.276611,9.229572e-21
0.276855,5.364095e-21
0.277100,1.471745e-21
0.277344,-2.428495e-21
0.277588,-6.320989e-21
0.277832,-1.017828e-20
0.278076,-1.399327e-20
0.278320,-1.773728e-20
0.278564,-2.139695e-20
0.278809,-2.495426e-20
0.279053,-2.838870e-20
0.279297,-3.168645e-20
0.279541,-3.482850e-20
0.279785,-3.780344e-20
0.280029,-4.059270e-20
0.280273,-4.318610e-20
0.280518,-4.556740e-20
0.280762,-4.772697e-20
0.281006,-4.965310e-20
0.281250,-5.133698e-20
0.281494,-5.276888e-20
0.281738,-5.394294e-20
0.281982,-5.485270e-20
0.282227,-5.549387e-20
0.282471,-5.586287e-20
0.282715,-5.595757e-20
0.282959,-5.577749e-20
0.283203,-5.532366e-20
0.283447,-5.459822e-20
0.283691,-5.360367e-20
0.283936,-5.234480e-20
0.284180,-5.082884e-20
0.284424,-4.906269e-20
0.284668,-4.705407e-20
0.284912,-4.481353e-20
0.285156,-4.235206e-20
0.285400,-3.967932e-20
0.285645,-3.681177e-20
0.285889,-3.376239e-20
0.286133,-3.054617e-20
0.286377,-2.717741e-20
0.286621,-2.367250e-20
0.286865,-2.005016e-20
0.287109,-1.632822e-20
0.287354,-1.252671e-20
0.287598,-8.657662e-21
0.287842,-4.746817e-21
0.288086,-8.118059e-22
